acordao,ementa,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,outros_numeros
1033400-38.2014.8.26.0053,"REEXAME NECESSÁRIO –  Sentença ilíquida –  Súmula nº 490 do Superior Tribunal de Justiça.

ADICIONAL POR TEMPO DE SERVIÇO –  QUINQUÊNIO –  Servidores Públicos Estaduais ativos –  Pretensão ao recálculo do adicional para que incida sobre os vencimentos integrais, além do recebimento das diferenças em atraso –  Admissibilidade, devendo ser observada a vedação ao efeito cascata –  R. Sentença
											 	




REEXAME NECESSÁRIO –  Sentença ilíquida –  Súmula nº 490 do Superior Tribunal de Justiça.

ADICIONAL POR TEMPO DE SERVIÇO –  QUINQUÊNIO –  Servidores Públicos Estaduais ativos –  Pretensão ao recálculo do adicional para que incida sobre os vencimentos integrais, além do recebimento das diferenças em atraso –  Admissibilidade, devendo ser observada a vedação ao efeito cascata –  R. Sentença mantida.

CONSECTÁRIOS LEGAIS –  Os juros devem ser de 6% ao ano, na forma do art. 1º-F da Lei 9.494/97, na sua redação original –  A correção se dará de acordo com a Tabela Prática para Cálculo de Atualização Monetária dos Débitos Judiciais –  Declaração de inconstitucionalidade por arrastamento do art. 5º, da Lei nº 11.960/2009 exarada pelo C. STF – Efeitos vinculantes. R. Sentença mantida.

HONORÁRIOS ADVOCATÍCIOS –  Fixação em 10% sobre o valor da condenação a ser apurado –  Observância às regras dispostas no art. 20 do CPC/73.

Recursos oficial e voluntário improvidos.",Carlos Eduardo Pachi,São Paulo,9ª Câmara de Direito Público,07/05/2020,17/07/2016,
0007370-35.2013.8.26.0338,"RECURSO INOMINADO. Delegada de Polícia.  Pretensão a recebimento de GAT - Gratificação por Acúmulo de Titularidade - Requisitos do art. 1º da Lei Complementar Estadual nº 1.020/07 - Acúmulo de Delegacias em plantões.  Interpretação que deve levar em conta o acúmulo de funções.  Decreto que não pode criar restrição não prevista na lei.  Acúmulo caracterizado. Sentença de procedência. 
											 	




RECURSO INOMINADO. Delegada de Polícia.  Pretensão a recebimento de GAT - Gratificação por Acúmulo de Titularidade - Requisitos do art. 1º da Lei Complementar Estadual nº 1.020/07 - Acúmulo de Delegacias em plantões.  Interpretação que deve levar em conta o acúmulo de funções.  Decreto que não pode criar restrição não prevista na lei.  Acúmulo caracterizado. Sentença de procedência.  Recurso inominado conhecido e improvido.  Preliminar de conexão e necessidade de reunião de ações referentes a períodos diferentes que não se acolhe.  Escolha pelo Juizado Especial que se configura como faculdade.  Reunião que importaria em renúncia a valores que excedessem o teto de alçada dos Juizados Especiais.  Sentença que deve ser mantida por seus próprios e integrais fundamentos.",Lilianna Siepierski de Araújo Vilela,Mairiporã,2ª Turma Cível,27/01/2016,29/01/2016,
0004010-30.2014.8.26.0024,"DO VOTO VENCEDOR. RELATOR. RECURSO INOMINADO. INDEFERIMENTO DA INICIAL. SERVIDOR. DESVIO DE FUNÇÃO. COBRANÇA DA DIFERENÇA. FRACIONAMENTO DO PERÍODO. INVIABILIDADE FRENTE A POSSIBILIDADE DE ULTERIOR FRACIONAMENTO DA EXECUÇÃO PARA PERCEPÇÃO DO SUPOSTO CRÉDITO SOB A FORMA DE RPV E NÃO PRECATÓRIO. TENTATIVA DE BURLA AO LIMITE DOS JUIZADOS. AUSÊNCIA DE AFRONTA AO DISPOSTO NO ARTIGO 460 DO CPC.
											 	




DO VOTO VENCEDOR. RELATOR. RECURSO INOMINADO. INDEFERIMENTO DA INICIAL. SERVIDOR. DESVIO DE FUNÇÃO. COBRANÇA DA DIFERENÇA. FRACIONAMENTO DO PERÍODO. INVIABILIDADE FRENTE A POSSIBILIDADE DE ULTERIOR FRACIONAMENTO DA EXECUÇÃO PARA PERCEPÇÃO DO SUPOSTO CRÉDITO SOB A FORMA DE RPV E NÃO PRECATÓRIO. TENTATIVA DE BURLA AO LIMITE DOS JUIZADOS. AUSÊNCIA DE AFRONTA AO DISPOSTO NO ARTIGO 460 DO CPC. NECESSIDADE DE ABRANGÊNCIA DE TODAS AS VERBAS E PERÍODOS COBRADOS, SOB PENA DE AFRONTA AO ESPÍRITO DA LEI Nº 12.153/2009 (ARTIGO 13, § 4º) E DA CONSTITUIÇÃO FEDERAL DE 1988 (ARTIGO 100, § 8º). SENTENÇA MANTIDA. RECURSO DESPROVIDO.

EMENTA DO VOTO VENCIDO. 2º JUIZ. RECURSO PROVIDO. FASE DE CONHECIMENTO. POSSIBILIDADE DE FRACIONAMENTO DO PERÍODO ALEGADO COMO EXERCIDO EM DESVIO DE FUNÇÃO, SOB PENA DE AFRONTA AO ACESSO A JUSTIÇA E AO PRINCÍPIO DA DISPONIBILIDADE PROCESSUAL.",Thiago Henrique Teles Lopes,Andradina,"Turma Recursal Cível, Criminal e Fazenda Pública",28/08/2015,03/09/2015,
0026662-22.2012.8.26.0053,"EMBARGOS INFRINGENTES –  PENSIONISTAS DE SERVIDORES PÚBLICOS ESTADUAIS. POLICIAIS MILITARES. PRETENSÃO DE INCORPORAÇÃO DO ADICIONAL DE LOCAL DE EXERCÍCIO (ALE) AO SALÁRIO BASE.

POSSIBILIDADE. LEIS COMPLEMENTARES ESTADUAIS Nº 1.114/2010 E Nº 1.197/2013 QUE DEFINIRAM A NATUREZA JURÍDICA SALARIAL DA VERBA E SUA ABSORÇÃO NOS VENCIMENTOS. EXTENSÃO DO ALE AOS SERVIDORES INATIVOS E PENSIONISTAS
											 	




EMBARGOS INFRINGENTES –  PENSIONISTAS DE SERVIDORES PÚBLICOS ESTADUAIS. POLICIAIS MILITARES. PRETENSÃO DE INCORPORAÇÃO DO ADICIONAL DE LOCAL DE EXERCÍCIO (ALE) AO SALÁRIO BASE.

POSSIBILIDADE. LEIS COMPLEMENTARES ESTADUAIS Nº 1.114/2010 E Nº 1.197/2013 QUE DEFINIRAM A NATUREZA JURÍDICA SALARIAL DA VERBA E SUA ABSORÇÃO NOS VENCIMENTOS. EXTENSÃO DO ALE AOS SERVIDORES INATIVOS E PENSIONISTAS ATRAVÉS DA EDIÇÃO DAS LEIS COMPLEMENTARES Nº 1.065/2008 E Nº 1.114/ 2010.

EMBARGOS INFRINGENTES ACOLHIDOS.",Flora Maria Nesi Tossi Silva,São Paulo,13ª Câmara de Direito Público,19/08/2015,20/08/2015,26662222012826005350000
0003650-20.2013.8.26.0222,N/A (TJSP;  Recurso Inominado Cível 0003650-20.2013.8.26.0222; Relator (a): Gilson Miguel Gomes da Silva; Órgão Julgador: Turma Recursal Cível e Criminal; Foro de Guariba - Juizado Especial  Cível e Criminal; Data do Julgamento: 09/03/2015; Data de Registro: 18/03/2015),Gilson Miguel Gomes da Silva,Guariba,Turma Recursal Cível e Criminal,09/03/2015,18/03/2015,
0049876-42.2012.8.26.0053,"MANDADO DE SEGURANÇA  VANTAGEM PESSOAL NOMINALMENTE IDENTIFICADA (VPNI)  Natureza remuneratória  Consideração para os adicionais de tempo de serviço (quinquênio e sexta-parte)  Inocorrência de vulneração ao art. 37, caput e XIV da Constituição Federal, bem como à Súmula nº 339, do STF  Recurso a que se dá provimento.",Nuncio Theophilo Neto,São Paulo,11ª Câmara de Direito Público,29/04/2014,26/05/2014,
0002849-37.2012.8.26.0191,"Pensionista. Incorporação de GAP, AOL e ALE. Admissibilidade. Vantagens concedidas sem qualquer distinção válida. Limitação que não se admite, sob pena de burla ao regramento constitucional (CF, artigo 40). Inteligência, ainda, da Lei Complementar Estadual 1.021/07. Enunciado n° 7 da Sessão de Direito Público deste Tribunal de Justiça, convolado na Súmula 31. Pensão equivalente a 100% dos
											 	




Pensionista. Incorporação de GAP, AOL e ALE. Admissibilidade. Vantagens concedidas sem qualquer distinção válida. Limitação que não se admite, sob pena de burla ao regramento constitucional (CF, artigo 40). Inteligência, ainda, da Lei Complementar Estadual 1.021/07. Enunciado n° 7 da Sessão de Direito Público deste Tribunal de Justiça, convolado na Súmula 31. Pensão equivalente a 100% dos vencimentos do servidor falecido. Valor devido. Critério para juros moratórios e correção monetária. Recurso desprovido, com observação.",Borelli Thomaz,Poá,13ª Câmara de Direito Público,28/08/2013,04/09/2013,
0002339-11.2011.8.26.0142,"DELEGADO DE POLÍCIA  MANDADO DE SEGURANÇA  GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE-GAT  Pedido de reconhecimento de direito à gratificação denominada GAT, criada pela LCE n.º 1.020/07  Liminar indeferida  Nítido caráter de ação de cobrança conferido ao mandamus -  Inadmissibilidade - Súmulas 269 e 271 do STF - Carência de ação verificada, ante a inadequação da via processual
											 	




DELEGADO DE POLÍCIA  MANDADO DE SEGURANÇA  GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE-GAT  Pedido de reconhecimento de direito à gratificação denominada GAT, criada pela LCE n.º 1.020/07  Liminar indeferida  Nítido caráter de ação de cobrança conferido ao mandamus -  Inadmissibilidade - Súmulas 269 e 271 do STF - Carência de ação verificada, ante a inadequação da via processual eleita - Por fundamentos diversos daqueles expostos na sentença, denega-se a segurança.",Ponte Neto,Barretos,8ª Câmara de Direito Público,24/04/2013,25/04/2013,
0023132-15.2009.8.26.0053,"APELAÇÃO  Mandado de segurança com pedido de liminar. Servidores públicos estaduais. Quinquênio e Sexta-parte. Incidência sobre a totalidade dos proventos. Admissibilidade. Inteligência do art. 3º, II e III, da Lei Complementar nº 731/93. Inaplicabilidade. Prescrição do fundo de direito. Não ocorrência. Correção monetária e juros de mora. Sentido do que é 'repique' ou 'efeito cascata' vedado pela
											 	




APELAÇÃO  Mandado de segurança com pedido de liminar. Servidores públicos estaduais. Quinquênio e Sexta-parte. Incidência sobre a totalidade dos proventos. Admissibilidade. Inteligência do art. 3º, II e III, da Lei Complementar nº 731/93. Inaplicabilidade. Prescrição do fundo de direito. Não ocorrência. Correção monetária e juros de mora. Sentido do que é 'repique' ou 'efeito cascata' vedado pela Constituição. Aplicação, no caso, das regras impostas pela lei nº 11.960/09, a partir de sua vigência. Nova orientação do C. STF. Sentença reformada. Recurso a quer se dá provimento.
Decisão Monocrática mantida pelos seus próprios fundamentos. Agravo interno não provido.",Oswaldo Luiz Palu,São Paulo,9ª Câmara de Direito Público,24/10/2012,25/10/2012,23132152009826005350000
0171560-93.2012.8.26.0000,"AGRAVO DE INSTRUMENTO  Mandado de Segurança  V. Acórdão que concedeu a segurança para quatro impetrantes ao recebimento do AOL  Pretensão de execução provisória  Inadmissibilidade  Decisão que implica em liberação de recursos públicos  A execução se dará após o trânsito em julgado  Inteligência do 
art. 2º-B, da Lei 9.494/97  R. decisão mantida.

Recurso improvido.",Carlos Eduardo Pachi,São Paulo,9ª Câmara de Direito Público,17/10/2012,18/10/2012,
0131362-14.2012.8.26.0000,"AGRAVO DE INSTRUMENTO  Mandado de Segurança  Ordem concedida  Apelação recebida somente no efeito devolutivo  Decisão a quo que não se encontra em consonância com a regra legal e com a jurisprudência  Inteligência dos artigos art. 14, § 1º, 7º, §§ 2º e 5º, da Lei nº 12.016/09 e art. 2º-B da Lei nº 9.494/97  Pagamento de licença prêmio, em pecúnia  Necessidade de trânsito em julgado 
											 	




AGRAVO DE INSTRUMENTO  Mandado de Segurança  Ordem concedida  Apelação recebida somente no efeito devolutivo  Decisão a quo que não se encontra em consonância com a regra legal e com a jurisprudência  Inteligência dos artigos art. 14, § 1º, 7º, §§ 2º e 5º, da Lei nº 12.016/09 e art. 2º-B da Lei nº 9.494/97  Pagamento de licença prêmio, em pecúnia  Necessidade de trânsito em julgado  Impossibilidade de execução provisória. RECURSO PROVIDO.
1. Sentença concessiva da ordem no mandado de segurança pode ser executada provisoriamente, salvo nos casos em que for vedada a concessão da medida liminar (art. 7º, §§ 2º e 5º, da Lei nº 12.016/09), o que enseja o recebimento da apelação no duplo efeito.
2. Execução provisória de sentença que autoriza pagamento é vedada pelo ordenamento.",Vicente de Abreu Amadei,São Paulo,1ª Câmara de Direito Público,25/09/2012,27/09/2012,
0005033-98.2010.8.26.0396,"MANDADO DE SEGURANÇA  Delegado de Polícia  Pretensão ao recebimento de Gratificação por Acúmulo de Titularidade (GAT), nos períodos indicados na inicial - Segurança concedida em primeiro grau - Decisório que não merece subsistir  Inadequação da via eleita  Cumulação de funções nos anos de 2007 e 2008  Impetração datada de dezembro de 2010  Nítido caráter de ação de cobrança conferido
											 	





MANDADO DE SEGURANÇA  Delegado de Polícia  Pretensão ao recebimento de Gratificação por Acúmulo de Titularidade (GAT), nos períodos indicados na inicial - Segurança concedida em primeiro grau - Decisório que não merece subsistir  Inadequação da via eleita  Cumulação de funções nos anos de 2007 e 2008  Impetração datada de dezembro de 2010  Nítido caráter de ação de cobrança conferido ao mandamus  Inadmissibilidade  Carência de ação verificada, ante a inadequação da via processual  Extinção do processo, com fundamento no artigo 267, VI, do CPC que se justifica  Recurso da Fazenda Pública Estadual provido.",Rubens Rihl,Novo Horizonte,8ª Câmara de Direito Público,15/08/2012,16/08/2012,
0007402-27.2010.8.26.0053,"PENSIONISTAS DE POLICIAIS CIVIS – Pretensão ao recebimento da gratificação Adicional de Local de Exercício A.L.E., instituída pela Lei Complementar 689/92 – Admissibilidade – Vantagem de caráter geral – Incidência do disposto no art. 40, parágrafo 8º, da Constituição Federal – Recurso parcialmente provido.",Antonio Carlos Malheiros,São Paulo,3ª Câmara de Direito Público,26/06/2012,08/08/2012,
0000108-31.2010.8.26.0664,"Apelação em Mandado de Segurança. Servidora Pública Estadual. Delegada de Polícia. Reconhecida a carência da impetração, eis que a pretensão formulada, visando tão somente ao recebimento de valores pretéritos atinentes à Gratificação por Acúmulo de Titularidade - GAT, ostenta nitidamente a natureza de ação de cobrança. Exame da jurisprudência. Inteligência das Súmulas nºs 269 e 271 do
											 	




Apelação em Mandado de Segurança. Servidora Pública Estadual. Delegada de Polícia. Reconhecida a carência da impetração, eis que a pretensão formulada, visando tão somente ao recebimento de valores pretéritos atinentes à Gratificação por Acúmulo de Titularidade - GAT, ostenta nitidamente a natureza de ação de cobrança. Exame da jurisprudência. Inteligência das Súmulas nºs 269 e 271 do Supremo Tribunal Federal. Não caracterizado julgamento “extra petita”, dado que a matéria relativa à legitimidade de parte, por ser de ordem pública, pode ser conhecida de ofício, a qualquer tempo e em qualquer grau de jurisdição. Processo extinto sem julgamento de mérito, nos termos do artigo 267, inciso IV, do Código de Processo Civil.",Osni de Souza,Votuporanga,8ª Câmara de Direito Público,06/06/2012,06/06/2012,
0307300-57.2011.8.26.0000,"Servidores Públicos Estaduais  GAT, GASS e recálculo do adicional por tempo de serviço e sexta-parte  Decisão agravada que determinou a redistribuição dos autos ao Juizado Especial da Fazenda Publica  Admissibilidade  Competência absoluta do Juizado Especial da Fazenda nas causas de valor até 60 (sessenta) salários mínimos  Inteligência do § 4º, art. 2º, da Lei nº 12.153/09  Recurso
											 	




Servidores Públicos Estaduais  GAT, GASS e recálculo do adicional por tempo de serviço e sexta-parte  Decisão agravada que determinou a redistribuição dos autos ao Juizado Especial da Fazenda Publica  Admissibilidade  Competência absoluta do Juizado Especial da Fazenda nas causas de valor até 60 (sessenta) salários mínimos  Inteligência do § 4º, art. 2º, da Lei nº 12.153/09  Recurso improvido.",Francisco Vicente Rossi,Assis,11ª Câmara de Direito Público,06/02/2012,03/03/2012,
